Milwaukee Maker Faire and Snow
More Snow at Milwaukee Maker Faire
Robots helping open up businesses!
"Service robots - Master thesisHi, 

I am in the need of your help with the data for my Master's Thesis about Service robots. It will take about 5 minutes.

Here is the [link](https://maastrichtuniversity.eu.qualtrics.com/jfe/form/SV_9HQX9qcH4Aq7yho).

Thank you all in advance!! Anyone interested in such a topic, feel free to reach out for the final outcome."
